idx,domain,problem,solution,prediction,is_correct,reason
104,Abstract Algebra,"Se consideră o funcție \(f: \mathbf{R} \rightarrow \mathbf{R}\), care are proprietățile \(f(x+y)=f(x)+f(y), \forall x, y \in \mathbf{R}\) și \(f(1)=1\). Să se arate că dacă funcția \(f\) este monotonă pe \(\mathbf{R}\), atunci \(f(x)=x, \forall x \in \mathbf{R}\).",Reducere la absurd: presupunem \(\exists \mathrm{x} \in \mathbf{R}: \mathrm{f}(\mathrm{x}) \neq \mathrm{x} \Rightarrow \mathrm{f}(\mathrm{x})<\mathrm{x}\) sau \(\mathrm{f}(\mathrm{x})>\mathrm{x}\). Tratăm primul caz: \(\mathrm{f}(\mathrm{x})<\mathrm{x} \Rightarrow \Rightarrow \mathrm{r} \in \mathbf{Q}: \mathrm{f}(\mathrm{x})<\mathrm{r}<\mathrm{x} \Leftrightarrow \mathrm{f}(\mathrm{r})<\mathrm{f}(\mathrm{x})\) dar \(\mathrm{f}(\mathrm{r})=\mathrm{r} \Rightarrow \mathrm{r}<\mathrm{f}(\mathrm{x})\) contradicție.\n\nLa fel se tratează și al doilea caz.,Reducere la absurd: presupunem \(\exists \mathrm{x} \in \mathbf{R}: \mathrm{f}(\mathrm{x}) \neq \mathrm{x} \Rightarrow \mathrm{f}(\mathrm{x})<\mathrm{x}\) sau \(\mathrm{f}(\mathrm{x})>\mathrm{x}\). Tratăm primul caz: \(\mathrm{f}(\mathrm{x})<\mathrm{x} \Rightarrow \Rightarrow \mathrm{r} \in \mathbf{Q}: \mathrm{f}(\mathrm{x})<\mathrm{r}<\mathrm{x} \Leftrightarrow \mathrm{f}(\mathrm{r})<\mathrm{f}(\mathrm{x})\) dar \(\mathrm{f}(\mathrm{r})=\mathrm{r} \Rightarrow \mathrm{r}<\mathrm{f}(\mathrm{x})\) contradicție.\n\nLa fel se tratează și al doilea caz.,1,Correct
105,Linear Algebra,"Se consideră matricele \(A=\left(\begin{array}{cc}0 & -3 \\ 1 & 2\end{array}\right), \quad I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right), \quad O_{2}=\left(\begin{array}{ll}0 & 0 \\ 0 & 0\end{array}\right)\) și funcția \(f: M_{2}(\mathbf{R}) \rightarrow M_{2}(\mathbf{R}), f(X)=A X+X A\). Să se arate că \(f(X+Y)=f(X)+f(Y), \forall X, Y \in M_{2}(\mathbf{R})\).","\(f(X+Y)=A(X+Y)+(X+Y) A=A \cdot X+A \cdot Y+X \cdot A+Y \cdot A=\) \(=(A X+X A)+(A Y+Y A)=f(X)+f(Y) \Rightarrow f(X+Y)=f(X)+f(Y), \forall \mathrm{X}, \mathrm{Y} \in \mathbf{M}_{2}(\mathbf{R})\)","e)\n\n\\(g_{A}(X+Y)=A(X+Y) A^{-1}=(A X+A Y) A^{-1}=A X A^{-1}+A Y A^{-1}=g_{A}(X)+g_{A}(Y), \\forall X, Y \\in \\mathbf{M}_{2}(\\mathbf{C})\\).\n\n\\(g_{A}(X Y)=A(X Y) A^{-1}=A X\\left(A^{-1} A\\right) Y A^{-1}=\\left(A X A^{-1}\\right)\\left(A Y A^{-1}\\right)=g_{A}(X) g_{A}(Y), \\forall X, Y \\in \\mathbf{M}_{2}(\\mathbf{C})\\).",0,Other
106,Calculus,"Se consideră funcția \(f: \mathbf{R} \rightarrow \mathbf{R}, f(x)=e^{x}-x-1\). Să se arate că funcțiia \(f\) este convexă pe \(\mathbf{R}\).","f^{\prime \prime}(x)=e^{x}>0, \\forall x \in \mathbf{R}\), deci funcția este convexă pe \(\mathbf{R}\)","f^{\prime \prime}(x)=e^{x}>+0, \\forall x \in \mathbf{R}\), deci funcția este convexă pe \(\mathbf{R}\)",0,Manipulate
107,Abstract Algebra,"Se consideră funcția \(f: \mathbf{C} \rightarrow \mathbf{C}, f(z)=4 z-3 \bar{z}\), pentru numărul compex \(z=a+i b\), \(a, b \in \mathbf{R}\), am notat prin \(\bar{z}=a-i b\). Să se arate că \(\overline{z+w}=\bar{z}+\bar{w}\) și \(\overline{z \cdot w}=\bar{z} \cdot \bar{w}, \forall z, w \in \mathbf{C}\).","Fie \(z=a+b i, w=c+d i\). Am \(\overline{z+w}=\overline{(a+c)+(b+d) i}=\) \(=(a+c)-(b+d) i=a-b i+c-d i=\bar{z}+\bar{w}\) \(\overline{z \cdot w}=\overline{(a c-b d)+(a d+b c) i}=(a c-b d)-(a d+b c) i=\bar{z} \cdot \bar{w}\)","Fie \(z=a+b i, w=c+d i ; a, b, c, d \in \mathbf{R} ; z+w=(a+c)+(b+d) i \Rightarrow\) \(\Rightarrow \overline{z+w}=(a+c)-(b+d) i=(a-b i)+(c-d i)=\bar{z}+\bar{w}\)",0,Other
108,Calculus,"Să se arate că \(\log _{2} 3>1,5\).","\(1,5=\log _{2} \sqrt{8}<\log _{2} \sqrt{9}=\log _{2} 3\)","\(1,5=\log _{2} \sqrt{8}<\log _{2} \sqrt{9}=\log _{2} 3\)",1,Correct
109,Abstract Algebra,"În mulțimea \(M_{2}(\mathbf{C})\) se consideră submulțimea \(M=\left\{\left.\left(\begin{array}{ll}a & b \\ b & c\end{array}\right) \right\rvert\, a, b, c \in \mathbf{C}\right\}\) și matricele \(I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right), O_{2}=\left(\begin{array}{ll}0 & 0 \\ 0 & 0\end{array}\right)\). Să se arate că dacă \(A \in M\), atunci \(A^{2} \in M\).","Fie \(A=\left(\begin{array}{ll}a & b \\ b & c\end{array}\right) \in M\). Atunci \(A^{2}=\left(\begin{array}{ll}a^{2}+b^{2} & a b+b c \\ a b+b c & b^{2}+c^{2}\end{array}\right) \in M\), deoarece \(a^{2}+b^{2}, b^{2}+c^{2}, a b+b c \in \mathbf{C}\).","Dacă \(Y \in C(A), Y=\left(\begin{array}{cc}a & b \\ 2 b & a\end{array}\right)\) și \(Y^{2}=O_{2}\), atunci \(\left(\begin{array}{cc}a^{2}+2 b^{2} & 2 a b \\ 4 a b & a^{2}+2 b^{2}\end{array}\right)=\left(\begin{array}{ll}0 & 0 \\ 0 & 0\end{array}\right)\), de unde obținem \(a=b=0\), adică \(Y=O_{2}\).",0,Other
110,Abstract Algebra,"Se consideră mulțimea \(G=\left\{f: \mathbf{R} \rightarrow \mathbf{R} \mid f(x)=a x+1-a, a \in \mathbf{R}^{*}\right\}\) și funcția \(1_{\mathbf{R}}: \mathbf{R} \rightarrow \mathbf{R}, 1_{\mathbf{R}}(x)=x, \forall x \in \mathbf{R}\). Să se arate că \(1_{\mathrm{R}} \in G\).","\(1_{R}(x)=x=1 \cdot x+1-1 \in G\), pentru \(a=1\).","\(+2_{R}(x)=x=+2 \cdot x++2++2 \in G\), pentru \(a=+2\).",0,Manipulate
111,Linear Algebra,"În mulțimea \(M_{2}\left(\mathbf{Z}_{3}\right)\) se consideră matricele \(A=\left(\begin{array}{ll}\hat{1} & \hat{0} \\ \hat{0} & \hat{2}\end{array}\right), B=\left(\begin{array}{ll}\hat{1} & \hat{0} \\ \hat{1} & \hat{2}\end{array}\right), I_{2}=\left(\begin{array}{ll}\hat{1} & \hat{0} \\ \hat{0} & \hat{1}\end{array}\right)\) și submulțimea \(G=\left\{X \in M_{2}\left(\mathbf{Z}_{3}\right) \mid X^{2}=I_{2}\right\}\). Să se arate că \(A \cdot B \notin G\).","Cum \(A \cdot B \neq I_{2}\), rezultă că \(A \cdot B \notin G\).","Cum \(A \cdot B \neq I_{2}\), rezultă că \(A \cdot B \notin G\).",1,Correct
112,Abstract Algebra,"În mulțimea \(M_{2}(\mathbf{Q})\) se consideră submulțimea \(G=\left\{\left.\left(\begin{array}{cc}a & b \\ 3 b & a\end{array}\right) \right\rvert\, a^{2}-3 b^{2}=1, a, b \in \mathbf{Q}\right\}\). Să se arate că dacă \(X \in G, X=\left(\begin{array}{cc}a & b \\ 3 b & a\end{array}\right)\), atunci \(X\) este matrice inversabilă.","\(\operatorname{det}(X)=a^{2}-3 b^{2}\) și cum \(X \in G\) rezultă că \(\operatorname{det}(X)=1\), deci matricea \(X\) este inversabilă.","\(\operatorname{det}(X)=a^{2}-3 b^{2}\) și cum \(X \in G\) rezultă că \(\operatorname{det}(X)=1\), deci matricea \(X\) este inversabilă.",1,Correct
113,Linear Algebra,"În mulțimea \(M_{\mathbf{2}}(\mathbf{Q})\) se consideră matricele \(I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right), O_{2}=\left(\begin{array}{ll}0 & 0 \\ 0 & 0\end{array}\right)\) și \(A=\left(\begin{array}{ll}\mathrm{r} & t \\ \mathrm{~s} & u\end{array}\right)\). Să se arate că dacă \(A^{5}=I_{2}\), atunci \(A=I_{2}\).","\(\mathrm{A}^{5}=I_{2}<\\Rightarrow f(A)=0\). Daca notam \(\mathrm{h}=\mathrm{X}^{2}-(r+u) X-(r u-s t)\) mai avem \(\mathrm{h}(\mathrm{A})=0\). Din d \()\) \(\mathrm{f}=\mathrm{q} \cdot \mathrm{h}+\mathrm{r}\) cu grad \(\mathrm{r}=1\), deci \(\mathrm{f}(\mathrm{A})=\mathrm{q}(\mathrm{A}) \mathrm{h}(\mathrm{A})+\mathrm{r}(\mathrm{A}) \cdot \\operatorname{Rezulta} \mathrm{r}(\mathrm{A})=0 \\Rightarrow \mathrm{A}=\\alpha \mathrm{I}_{2}\) cu \(\\alpha \\in \\mathbf{Q}\) \(\\operatorname{si} \\operatorname{din} \mathrm{A}^{5}=\mathrm{I}_{2}=>\\alpha^{5}=1, \\operatorname{deci} \mathrm{A}^{5}=\mathrm{I}_{2}\)","Daca \\(v \\in N \\sin ^{n}=\\hat{0}\\) atunci \\(\\operatorname{si~}^{2 n+1}=0\\).\n\nAvem \\(\\mathrm{u}^{2 \\mathrm{n}+1}=\\mathrm{u}^{2 \\mathrm{n}+1}+g^{2 \\mathrm{n}+1}=(u+g)(\\mathrm{u}^{2 \\mathrm{n}}-\\mathrm{u}^{2 \\mathrm{n}-1} g+\\mathrm{u}^{2 \\mathrm{n}-2} \\mathrm{~g}^{2}-\\ldots+\\mathrm{g}^{2 \\mathrm{n}})\\).\n\nDaca \\(\\mathrm{u} \\cdot \\mathrm{g}=\\hat{1}\\) atunci \\(\\mathrm{u}^{2 \\mathrm{n}+1} \\cdot \\mathrm{g}^{2 \\mathrm{n}+1}=\\hat{\\mathrm{l}} \\Rightarrow(u+g) h=\\hat{1}\\), unde \\(\\mathrm{h}=(\\mathrm{u}^{2 \\mathrm{n}}-\\mathrm{u}^{2 \\mathrm{n}-1} g+\\ldots+\\mathrm{g}^{2 \\mathrm{n}}) \\cdot \\mathrm{g}^{2 \\mathrm{n}+1}\\)",0,Other
114,Linear Algebra,"Se consideră mulțimea \(M\) formată din toate matricele cu 2 linii și 2 coloane cu proprietatea că elementele fiecărei matrice din mulțimea \(M\) formează mulțimea \(\{1,2,3,4\}\). Să se verifice că \(\left(\begin{array}{ll}1 & 3 \\ 2 & 4\end{array}\right) \in M\).","\(\left(\begin{array}{ll}1 & 3 \\ 2 & 4\end{array}\right) \in M\) deoarece elementele sale formează mulțimea \(\{1,2,3,4\}\)","\(\left(\begin{array}{ll}1 & 3 \\ 2 & 4\end{array}\right) \in M; \{1,2,3,4\}\)",1,Correct
115,Linear Algebra,"În mulțimea \(M_{2}(\mathbf{R})\) se consideră matricele \(I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right), A=\left(\begin{array}{ll}1 & -1 \\ 1 & -1\end{array}\right)\) și mulțimea \(G=\left\{X(a) \mid X(a)=I_{2}+a \cdot A, a \in \mathbf{R}\right\}\). Folosind metoda inducției matematice, să se arate că \((X(a))^{n}=X(n a), \forall n \in \mathbf{N}^{*}\), \(\forall a \in \mathbf{R}\).","Fie \(P(n):(X(a))^{n}=X(n a), \mathrm{n} \in \mathbf{N}^{*}\).\n\n\\[\nP(1): X(a)=X(a)(\mathrm{A})\n\\]\n\nPresupunem \(P(k)(\mathrm{A})\) și demonstrăm \(P(k+1)(\mathrm{A})\), unde \(\mathrm{k} \geq 1\).\n\n\(P(k):(X(a))^{k}=X(k a)\), iar \(P(k+1):(X(a))^{k+1}=X((k+1) a)\).\n\nDar \((X(a))^{k+1}=(X(a))^{k} \cdot X(a) \stackrel{P(k)}{=} X(k a) \cdot X(a) \stackrel{c}{c} X((k+1) a)\)\n\nDe unde \(P(n)\) este (A) \(\forall \mathrm{n} \in \mathbf{N}^{*}\).","Notăm \\(P(n):(A(1))^{n}=A(n), \\mathrm{n} \\in \\mathbf{N}^{*}\\). \\(P(1): A(1)=A(1)\\), (A).\n\nPresupunem \\(P(k)(\\mathrm{A})\\) si demonstrăm \\(P(k+1)(\\mathrm{A})\\), unde \\(\\mathrm{k} \\geq 1\\).\n\n\\(P(k):(A(1))^{k}=A(k)\\), iar \\(P(k+1):(A(1))^{k+1}=A((k+1))\\).\n\n\\(\\operatorname{Dar}(A(1))^{k+1}=(A(1))^{k} \\cdot A(1) \\stackrel{P(k)}{=} A(k) \\cdot A(1) \\stackrel{a}{=} A((k+1))\\).\n\nDe unde \\(P(n)\\) este (A) \\(\\forall \\mathbf{n} \\in \\mathbf{N}^{*}\\).",0,Other
116,Abstract Algebra,"În \(M_{2}(\mathbf{R})\) se consideră matricele \(\quad A=\left(\begin{array}{cc}1 & 2 \\ 0 & -1\end{array}\right), B=\left(\begin{array}{ll}2 & -3 \\ 1 & -2\end{array}\right)\) si \(I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right)\). Să se dea un exemplu de structură de grup în care există două elemente de ordin finit, al căror produs nu are ordin finit.","În grupul \(\left(G l_{2}(\mathbf{R}), \cdot\right)\) al matricelor inversabile de ordinul 2 cu coeficienți reali, avem \(A, B \in G l_{2}(\mathbf{R}), A^{2}=B^{2}=I_{2}\) și matricea \(B A\) are ordinul infinit.","\(\left(G l_{2}(\mathbf{R}), \cdot\right); A, B \in G l_{2}(\mathbf{R}), A^{2}=B^{2}=I_{2}; B A\)",1,Correct
117,Linear Algebra,"Dacă \(X \\in M_{2}(\\mathbf{C}), X=\\left(\\begin{array}{ll}a & b \\\\ c & d\\end{array}\\right)\\), notăm prin \(\\bar{X}\\), matricea \(\\left(\\begin{array}{ll}\\bar{a} & \\bar{b} \\\\ \\bar{c} & \\bar{d}\\end{array}\\right)\\), unde \(\\bar{z}\\) este conjugatul numărului complex \(z\\). Considerăm funcția \(f: M_{2}(\\mathbf{C}) \\rightarrow M_{2}(\\mathbf{C}), f(X)=\\bar{X}\\). Să se verifice că \(\\overline{z+w}=\\bar{z}+\\bar{w}\\) și \(\\overline{z \\cdot w}=\\bar{z} \\cdot \\bar{w}, \\quad \\forall z, w \\in \\mathbf{C}\\).","Se verifică prin calcul simplu relațiile: \(\\overline{z+w}=\\bar{z}+\\bar{w}\\) și \(\\overline{z \\cdot w}=\\bar{z} \\cdot \\bar{w}, \\forall z, w \\in \\mathbf{C}\\)","\\[\n\\begin{aligned}\nf(X+Y)=(\\overline{X+Y}) & =\\bar{X}+\\bar{Y}=f(X)+f(Y) \\\\\nf(X \\cdot Y) & =\\overline{X \\cdot Y}=\\bar{X} \\cdot \\bar{Y}=f(X) \\cdot f(Y), \\forall X, Y \\in \\mathrm{M}_{2}(\\mathbf{C}) \\\\\n\\end{aligned}\n\\]",0,Other
118,Calculus,Să se arate că \(\log _{3} 4>\log _{4} 3\).,\(\log _{3} 4>\log _{3} 3=1=\log _{4} 4>\log _{4} 3\),\(\log _{3} 3<\log _{3} 3=1=\log _{3} 3<\log _{3} 3\),0,Manipulate
119,Calculus,"Se consideră funcția \(f: \mathbf{R} \rightarrow \mathbf{R}, f(x)=x^{5}+7 x-3\). Să se arate că funcția \(f\) este strict crescătoare pe \(\mathbf{R}\).",Solutia lipseste,Solutia lipseste,1,Correct
120,Linear Algebra,"În mulțimea \(M_{2}\left(\mathbf{Z}_{3}\right)\) se consideră matricele \(O_{2}=\left(\begin{array}{ll}\hat{0} & \hat{0} \\ \hat{0} & \hat{0}\end{array}\right), A=\left(\begin{array}{ll}\hat{0} & \hat{1} \\ \hat{0} & \hat{0}\end{array}\right), I_{2}=\left(\begin{array}{ll}\hat{1} & \hat{0} \\ \hat{0} & \hat{1}\end{array}\right)\) și mulțimea \(N=\left\{X \in M_{2}\left(\mathbf{Z}_{3}\right) \mid X^{2}=O_{2}\right\}\). Să se verifice că \(I_{2} \notin N\).",\(\mathrm{I}_{2}^{2}=\mathrm{I}_{2} \neq \mathrm{O}_{2} \Rightarrow I_{2} \notin N\),\(\mathrm{I}_{-2}^{-2}=\mathrm{I}_{-2} \neq \mathrm{O}_{-2} \Rightarrow I_{-2} \notin N\),0,Manipulate
121,Abstract Algebra,"Se consideră polinomul \(f \in \mathbf{C}[X], f=4 X^{3}-6 X^{2}+4 X-1\), cu rădăcinile \(x_{1}, x_{2}, x_{3} \in \mathbf{C}\). Se consideră cunoscute formulele \(1^{2}+2^{2}+\ldots+n^{2}=\frac{n(n+1)(2 n+1)}{6}, \forall n \in \mathbf{N}^{*}\) și \(1^{3}+2^{3}+\ldots+n^{3}=\left[\frac{n(n+1)}{2}\right]^{2}, \forall n \in \mathbf{N}^{*}\). Să se arate că \(f=(2 X-1)\left(2 X^{2}-2 X+1\right)\).",\((2 X-1)\left(2 X^{2}-2 X+1\right)=4 X^{3}-6 X^{2}+4 X-1=f\),\((2 X-1)\left(2 X^{2}-2 X+1\right)=4 X^{3}-6 X^{2}+4 X-1=f\),1,Correct
122,Calculus,"Se consideră funcția \(f: \\mathbf{R} \\rightarrow\\left(-\\frac{\\pi}{2}, \\frac{\\pi}{2}\\right), f(x)=\\operatorname{arctg} x\). Să se demonstreze că funcția \(f\) este strict monotonă pe \(\\mathbf{R}\).","\(f^{\\prime}(x)>0, \\forall x \\in \\mathbf{R} \\Rightarrow f\) este strict crescătoare pe \(\\mathbf{R}\).","\(f^{\\prime}(x)>0, \\forall x \\in \\mathbf{R} \\Rightarrow f\) este strict crescătoare pe \(\\mathbf{R}\).",1,Correct
123,Calculus,"Se consideră funcția \(f: \mathbf{R} \rightarrow \mathbf{R}, f(x)=2 x+\sin x-\cos x\). Să se arate că funcția \(f\) este strict crescătoare pe \(\mathbf{R}\).","\(f^{\prime}(x)=2+\sqrt{2} \sin \\left(x+\frac{\pi}{4}\\right) \\geq 2-\sqrt{2}>0, \\forall \\mathrm{x} \in \mathbf{R} \\Rightarrow \\mathrm{f}\\) este strict crescatoare pe \(\mathbf{R}\)","\(f^{\prime}(x)=2+\sqrt{2} \sin \\left(x+\frac{\pi}{4}\\right) \\geq 2-\sqrt{2}>0, \\forall \\mathrm{x} \in \mathbf{R} \\Rightarrow \\mathrm{f}\; \mathbf{R}\)",1,Correct
124,Calculus,"Să se arate că funcția \(f: \mathbf{R} \rightarrow \mathbf{R}, f(x)=x^{3}+x\) este crescătoare pe \(\mathbf{R}\).","\(f^{\prime}(x)=3 x^{2}+1>0, \forall x \in \mathbf{R} \Rightarrow f\) este strict crescătoare","\(f^{\prime}(x)>0, \forall x \in \mathbf{R} \Rightarrow f\) strict crescătoare pe \(\mathbf{R}\)",0,Other
125,Polynomials,"Se consideră polinomul \(f \in \mathbf{C}[X], f=4 X^{3}-6 X^{2}+4 X-1\), cu rădăcinile \(x_{1}, x_{2}, x_{3} \in \mathbf{C}\). Se consideră cunoscute formulele \(1^{2}+2^{2}+\ldots+n^{2}=\frac{n(n+1)(2 n+1)}{6}, \forall n \in \mathbf{N}^{*}\) și \(1^{3}+2^{3}+\ldots+n^{3}=\left[\frac{n(n+1)}{2}\right]^{2}, \forall n \in \mathbf{N}^{*}\). Utilizând metoda inducției matematice, să se demonstreze egalitatea \[1+2+\ldots+n=\frac{n(n+1)}{2}, \forall n \in \mathbf{N}^{*}\]","\(P(n): 1+2+\ldots+n=\frac{n(n+1)}{2}, n \in \mathbf{N}^{*}\).\n\n\(P(1): 1=\frac{1 \cdot 2}{2}-\) adevărat.\n\nPresupunând că \(P(k)\) este adevărată pentru \(k \in \mathbf{N}^{*}\), arătăm că \(P(k+1)\) este adevărată.\n\nDar \(1+2+\ldots+k+(k+1)=\frac{k(k+1)}{2}+(k+1)=\frac{(k+1)(k+2)}{2}\).\n\nDeci \(P(k+1)\) este adevărată.\n\nÎn baza inducției matematice \(1+2+\ldots+n=\frac{n(n+1)}{2} ; \forall n \in \mathbf{N}^{*}\)","\(P(n): 1+2+\ldots+n=\frac{n(n+1)}{2}, n \in \mathbf{N}^{*}\).\n\n\(P(1): 1=\frac{1 \cdot 2}{2}-\) adevărat.\n\nPresupunând că \(P(k)\) este adevărată pentru \(k \in \mathbf{N}^{*}\), arătăm că \(P(k+1)\) este adevărată.\n\nDar \(1+2+\ldots+k+(k+1)=\frac{k(k+1)}{2}+(k+1)=\frac{(k+1)(k+2)}{2}\).\n\nDeci \(P(k+1)\) este adevărată.\n\nÎn baza inducției matematice \(1+2+\ldots+n=\frac{n(n+1)}{2} ; \forall n \in \mathbf{N}^{*}\)",1,Correct
126,Calculus,"Se consideră funcția \(f: \mathbf{R} \rightarrow \mathbf{R}, f(x)=\sin x+2 \cos x\). Să se arate că \(f(x)+f^{\prime \prime}(x)=0, \forall x \in \mathbf{R}\).","\(f^{\prime \prime}(x)=-\sin x-2 \cos x, \forall x \in \mathbf{R}\). Deci , prin însumare se obține relația cerută.","\(f^{\prime \prime}(x)>0, \\forall x \in \mathbf{R}\), deci \(f\) este convexă pe \(\mathbf{R}\).",0,Other
127,Abstract Algebra,"Se consideră mulțimile \(U=\\left\\{f \\in \\mathbf{Z}_{4}[X] \\mid \\exists g \\in \\mathbf{Z}_{4}[X]\\right.\\) astfel încât \(\\left.f \\cdot g=\\hat{1}\\right\\}\) și \(N=\\left\\{f \\in \\mathbf{Z}_{4}[X] \\mid \\exists n \\in \\mathbf{N}^{*}\\right.\\) astfel încât \(\\left.f^{n}=\\hat{0}\\right\\}\\). Să se arate că dacă \(u, v \\in N\\), atunci \(u+v \\in N\\).",\\(u^{n}=\\hat{0} ; v^{m}=\\hat{0}=>(u+v)^{m+n}=\\sum_{k=0}^{m+n} C_{m+n}^{k} \\cdot u^{k} \\cdot v^{m+n-k}=\\hat{0}\\) deoarece \\(\\mathrm{k} \\geq \\mathrm{n}\\) sau \\(\\mathrm{m}+\\mathrm{n}-\\mathrm{k} \\geq m\\),\(u^{n}=\\hat{0} ; v^{m}=\\hat{0}=>(u+v)^{m+n}=\\sum_{k=0}^{m+n} C_{m+n}^{k} \\cdot u^{k} \\cdot v^{m+n-k}=\\hat{0}\; \\mathrm{k} \\geq \\mathrm{n}\; \\mathrm{m}+\\mathrm{n}-\\mathrm{k} \\geq m\\),1,Correct
128,Abstract Algebra,"Se consideră submulțimea \(M=\left\\{\left.A(x)=\left(\begin{array}{cc}1 & 0 \\ x-1 & x\end{array}\right) \right\\rvert\, x \in(0, \infty)\right\\}\) și funcția \(f: M \rightarrow(0 ;+\infty), f(A(x))=x\). Să se arate că \(A(x) \cdot A(y)=A(y) \cdot A(x), \forall A(x), A(y) \in M\).","\(A(x) A(y)=A(x y)=A(y x)=A(y) A(x), \forall A(x), A(y) \in M\)","\((f \circ f)(x)=f(f(x))=x, \forall x \in \mathbf{R}\).",0,Other
129,Linear Algebra,"În mulțimea \(M_{2}(\mathbf{Z})\), se consideră matricele \(P=\left(\begin{array}{cc}1 & 10 \\ 0 & -1\end{array}\right), Q=\left(\begin{array}{cc}1 & 0 \\ 3 & -1\end{array}\right)\), \(I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right)\) si mulțimea \(G=\left\{A \in M_{2}(\mathbf{Z}) \mid A^{2}=I_{2}\right\}\). Să se arate că, dacă \(A_{n}=\left(\begin{array}{cc}1 & 0 \\ n & -1\end{array}\right), \forall n \in \mathbf{Z}\), atunci \(A_{n} \in G, \forall n \in \mathbf{Z}\).",\(A_{n}^{2}=\left(\begin{array}{cc}1 & 0 \\ n & -1\end{array}\right)\left(\begin{array}{cc}1 & 0 \\ n & -1\end{array}\right)=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right)=I_{2} \Rightarrow A_{n} \in G\),\(A_{n}^{-2}=\left(\begin{array}{cc}-2 & -0 \\ n & --2\end{array}\right)\left(\begin{array}{cc}-2 & -0 \\ n & --2\end{array}\right)=\left(\begin{array}{ll}-2 & -0 \\ -0 & -2\end{array}\right)=I_{-2} \Rightarrow A_{n} \in G\),0,Manipulate
130,Abstract Algebra,"Se consideră numerele complexe \(\varepsilon=\frac{-1+i \sqrt{3}}{2}, w=1+\varepsilon\) și mulțimile \(G=\{a+\varepsilon b \mid a, b \in \mathbf{Z}\}\) și \(H=\left\{z \in G \mid \exists z^{\prime} \in G, z \cdot z^{\prime}=1\right\}\). Să se arate că \(1 \in G, w \in G\).",Pentru \(a=1\) și \(b=0\) avem \(1=1+\varepsilon \cdot 0 \in G\). Pentru \(a=b=1\) rezultă \(w=1+1 \cdot \varepsilon \in G\).,Pentru \(a=1\) și \(b=0\) avem \(1=1+\varepsilon \cdot 0 \in G\). Pentru \(a=b=1\) rezultă \(w=1+1 \cdot \varepsilon \in G\).,1,Correct
131,Geometry,Să se determine cel mai mic dintre numerele \(a=\cos \frac{\pi}{6}\) si \(b=\cos \frac{\pi}{8}\).,Numărul \(a\) este mai mic.,Numărul \(a\) este mai mic.,1,Correct
132,Linear Algebra,"În mulțimea \(\mathbf{M}_{2}(\mathbf{R})\) se consideră matricea \(I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right)\) și mulțimea \(G=\left\{\left.\left(\begin{array}{ll}a & b \\ 0 & c\end{array}\right) \right\rvert\, a, c \in(0, \infty), b \in \mathbf{R}\right\}\). Să se găsească două matrice \(U, V \in G\) pentru care \(U \cdot V \neq V \cdot U\).","\(A=\left(\begin{array}{ll}1 & 2 \\ 0 & 1\end{array}\right) \in G, B=\left(\begin{array}{ll}1 & 0 \\ 0 & 2\end{array}\right) \in G\) și am \(A \cdot B=\left(\begin{array}{ll}1 & 4 \\ 0 & 2\end{array}\right) B \cdot A=\left(\begin{array}{ll}1 & 2 \\ 0 & 2\end{array}\right)\) și evident \(A B \neq B A ;\)","\(A=\left(\begin{array}{ll}a & b \\ 0 & c\end{array}\right) \in G, B=\left(\begin{array}{ll}x & y \\ 0 & z\end{array}\right) \in G \Rightarrow A \cdot B=\left(\begin{array}{cc}a x & a y+b z \\ 0 & c z\end{array}\right) \in G\), deoarece \(a x, c z>0, a y+b z \in \mathbf{R}\)",0,Other
